campaign_id,impressions,clicks,conversions,spend,budget,quality_score,region,device,status
CMP_29149,14207,522,27,720.57,4767,10,India,desktop,active
CMP_29150,79082,4199,0,6731.28,2792,8,Singapore,mobile,active
CMP_29151,26593,79,60,400.1,2907,9,UAE,mobile,paused
CMP_29152,20271,933,69,1236.88,2750,2,US,mobile,paused
CMP_29153,70594,1237,84,1045.13,2341,7,Germany,desktop,active
CMP_29154,61418,694,28,568.81,552,8,UK,tablet,active
CMP_29155,40466,2316,218,654.56,4117,4,US,desktop,paused
CMP_29156,83345,6002,692,15306.15,1832,1,India,desktop,active
CMP_29157,34792,1320,32,637.46,3842,8,Singapore,mobile,active
CMP_29158,49178,3273,353,5903.17,707,5,UAE,desktop,active
CMP_29159,60224,659,14,930.46,1963,1,UAE,desktop,active
CMP_29160,46369,403,4,974.02,2633,3,UAE,desktop,paused
CMP_29161,30182,1592,111,4393.99,4393,2,India,tablet,paused
CMP_29162,9693,761,70,2204.02,2472,3,Singapore,mobile,paused
CMP_29163,98600,3690,150,9215.28,3173,3,US,mobile,active
CMP_29164,96499,5815,667,1503.0,1503,7,Germany,mobile,active
CMP_29165,87441,4929,319,5119.25,4836,10,Singapore,tablet,active
CMP_29166,60931,3076,54,719.9,3821,6,UAE,tablet,paused
CMP_29167,75618,3912,76,11369.72,3024,8,US,desktop,paused
CMP_29168,51343,4085,150,11879.55,237,4,UAE,tablet,active
CMP_29169,27289,81,37,524.8,4201,3,Germany,mobile,paused
CMP_29170,48683,3585,324,4942.2,4078,4,Singapore,desktop,active
CMP_29171,88860,6773,339,13901.35,4694,8,Germany,mobile,paused
CMP_29172,97753,1141,73,1193.88,4425,2,US,tablet,active
CMP_29173,95855,2680,291,3398.97,3380,8,UK,desktop,active
CMP_29174,61879,3180,40,4520.34,1847,2,Germany,mobile,active
CMP_29175,76380,470,38,546.66,2456,6,US,desktop,paused
CMP_29176,47246,141,37,2658.33,3010,6,Singapore,desktop,paused
CMP_29177,21871,328,0,440.39,4907,5,Singapore,mobile,active
CMP_29178,80905,4561,131,6158.28,2023,7,Germany,mobile,paused
CMP_29179,3573,102,4,216.19,876,6,UAE,tablet,active
CMP_29180,64082,2242,85,2563.62,1668,5,India,mobile,active
CMP_29181,43871,2907,136,2996.68,4358,10,India,mobile,active
CMP_29182,37843,1305,24,1207.88,1883,5,India,mobile,paused
CMP_29183,52749,3960,380,2103.37,326,9,US,desktop,active
CMP_29184,63722,2175,54,5598.73,1959,8,US,tablet,active
CMP_29185,79170,4913,110,1299.81,1649,10,UK,mobile,active
CMP_29186,86457,540,5,580.17,3474,9,Singapore,mobile,active
CMP_29187,59068,3664,420,4351.73,4195,3,US,mobile,paused
CMP_29188,39669,2806,97,4195.92,1788,10,UK,mobile,paused
CMP_29189,21626,207,12,573.29,4534,3,US,desktop,active
CMP_29190,81125,3964,276,11596.08,1164,9,US,desktop,active
CMP_29191,14595,343,38,199.53,1951,6,UAE,mobile,paused
CMP_29192,16461,105,7,164.0,3401,4,US,desktop,paused
CMP_29193,28760,86,74,912.87,4485,10,UK,desktop,active
CMP_29194,8464,525,6,1412.47,1829,1,Germany,tablet,paused
CMP_29195,53571,1213,59,3496.84,3422,6,UAE,desktop,active
CMP_29196,11547,547,13,1232.56,1532,7,UAE,mobile,paused
CMP_29197,99742,1489,77,4263.33,437,8,Singapore,mobile,paused
CMP_29198,44932,1517,104,2960.54,3252,8,Singapore,mobile,active
CMP_29199,55898,3572,353,9821.24,1364,7,Germany,tablet,active
CMP_29200,4065,12,15,153.63,1052,3,India,desktop,active
CMP_29201,57214,1870,0,4105.77,1905,4,UK,tablet,paused
CMP_29202,98555,2278,189,1847.54,2370,4,Germany,mobile,paused
CMP_29203,42526,395,11,852.34,4642,5,Singapore,desktop,paused
CMP_29204,46909,2733,320,3899.15,838,4,UAE,desktop,active
CMP_29205,29191,2046,79,2854.44,3523,5,Singapore,desktop,active
CMP_29206,23088,238,5,501.76,3863,8,Germany,desktop,paused
CMP_29207,13352,910,105,1187.69,3172,9,Germany,tablet,paused
CMP_29208,65752,4042,475,11166.09,3560,9,UK,desktop,paused
CMP_29209,81867,4784,480,7592.62,568,4,UAE,desktop,paused
CMP_29210,69984,1942,101,3168.0,3168,8,UAE,mobile,paused
CMP_29211,85620,6300,131,3100.79,3996,8,UAE,desktop,paused
CMP_29212,59317,2709,282,1811.08,1373,10,Germany,mobile,active
CMP_29213,94142,4936,244,4952.86,3061,3,Germany,desktop,paused
CMP_29214,66866,3214,0,6257.52,3762,3,Germany,tablet,paused
CMP_29215,28443,1249,55,2877.45,2193,3,Germany,desktop,paused
CMP_29216,10938,713,68,920.34,3535,10,India,desktop,active
CMP_29217,36956,2915,67,6058.13,1159,10,India,tablet,paused
CMP_29218,70374,211,0,489.66,3030,9,UAE,tablet,active
CMP_29219,46132,3546,305,2377.83,1702,5,UAE,tablet,paused
CMP_29220,48721,1354,0,3458.01,1361,2,UAE,desktop,active
CMP_29221,40655,825,40,2179.71,1005,5,Germany,tablet,paused
CMP_29222,10773,327,23,612.99,2950,1,US,desktop,paused
CMP_29223,15311,994,22,1904.46,3551,10,India,tablet,paused
CMP_29224,47010,3443,286,9686.39,3879,6,UK,desktop,paused
CMP_29225,80240,3106,196,6555.48,3457,2,US,tablet,paused
CMP_29226,44221,1334,51,1939.09,4716,4,Singapore,desktop,active
CMP_29227,15377,1089,107,682.31,1366,4,UK,desktop,paused
CMP_29228,64557,2672,218,4995.75,4108,1,India,desktop,active
CMP_29229,77024,392,11,1013.57,2027,10,Singapore,mobile,active
CMP_29230,47763,1492,0,2017.46,1702,9,US,tablet,active
CMP_29231,27706,561,9,1641.86,2985,8,Singapore,mobile,paused
CMP_29232,58524,2033,201,2100.05,3676,7,UK,tablet,paused
CMP_29233,47220,940,0,998.07,2014,5,India,mobile,active
CMP_29234,56186,1863,220,2818.19,1077,1,India,mobile,active
CMP_29235,72939,4592,133,13036.35,3993,1,Germany,tablet,paused
CMP_29236,21371,1643,49,628.14,926,1,UAE,mobile,paused
CMP_29237,20431,1408,153,2265.42,3108,3,India,mobile,paused
CMP_29238,54496,2291,46,2465.42,3080,1,UK,tablet,active
CMP_29239,53709,4264,295,3350.0,3350,8,US,tablet,active
CMP_29240,91400,6839,776,17644.16,4950,5,India,desktop,active
CMP_29241,72963,3770,181,4864.84,1504,3,UAE,desktop,active
CMP_29242,8206,379,5,202.51,1355,3,US,mobile,paused
CMP_29243,73433,4162,410,10466.93,2831,1,US,mobile,paused
CMP_29244,93243,5825,655,13834.01,3408,2,Germany,mobile,active
CMP_29245,11879,702,37,658.1,363,5,UK,tablet,paused
CMP_29246,41326,218,12,461.02,4161,3,Germany,tablet,active
CMP_29247,29177,149,11,237.3,695,1,UAE,tablet,active
CMP_29248,54658,1203,91,1778.34,3252,1,Germany,mobile,active
CMP_29249,16112,48,121,1817.03,3175,10,India,mobile,active
CMP_29250,3890,123,6,292.37,1230,10,Singapore,desktop,paused
CMP_29251,23049,688,50,812.51,3945,1,US,desktop,paused
CMP_29252,75218,225,213,4815.66,925,1,Singapore,desktop,active
CMP_29253,37770,2150,240,5980.52,612,9,UK,desktop,paused
CMP_29254,62236,4093,441,3494.09,1115,9,UAE,desktop,paused
CMP_29255,14605,131,6,206.93,3480,6,UK,tablet,paused
CMP_29256,24942,1782,127,1177.82,419,4,India,mobile,active
CMP_29257,45078,579,6,390.67,3811,2,US,desktop,paused
CMP_29258,97252,5671,500,6776.87,1183,10,UAE,tablet,paused
CMP_29259,29254,2066,230,2011.03,2643,6,India,mobile,active
CMP_29260,18392,488,52,128.79,2306,2,UK,tablet,paused
CMP_29261,25081,274,4,366.04,4271,9,Germany,tablet,paused
CMP_29262,41121,1205,120,2005.32,4679,5,Singapore,tablet,active
CMP_29263,31132,722,39,735.88,224,4,Singapore,tablet,paused
CMP_29264,91721,5872,474,4865.25,3855,6,Singapore,desktop,paused
CMP_29265,26086,1844,55,4769.04,4111,5,Singapore,tablet,active
CMP_29266,70311,4855,192,4669.44,4798,8,India,mobile,paused
CMP_29267,96650,3246,57,8391.6,414,7,Singapore,tablet,active
CMP_29268,64407,2119,116,5222.24,2029,2,US,tablet,paused
CMP_29269,17136,112,3,305.77,454,1,UAE,mobile,active
CMP_29270,29333,167,12,66.74,3160,1,US,tablet,active
CMP_29271,91505,5515,429,14168.36,3337,7,US,desktop,active
CMP_29272,53498,1956,232,3638.21,4123,6,India,desktop,paused
CMP_29273,9217,274,6,226.43,1052,10,Singapore,tablet,active
CMP_29274,81754,2461,104,2200.11,3164,4,Singapore,tablet,active
CMP_29275,69961,1426,60,365.62,933,2,India,mobile,active
CMP_29276,41843,3063,231,3460.0,3460,1,UAE,desktop,active
CMP_29277,43100,129,22,1400.76,2404,2,India,mobile,active
CMP_29278,24713,1696,90,1658.48,576,3,Germany,desktop,paused
CMP_29279,43496,1311,147,2357.77,3085,4,Singapore,mobile,paused
CMP_29280,5461,337,37,325.27,4441,9,UK,tablet,paused
CMP_29281,45786,2345,187,5859.42,4159,9,UK,desktop,active
CMP_29282,4384,153,9,256.48,1991,5,UAE,desktop,paused
CMP_29283,66554,4605,445,13476.26,4095,5,Singapore,mobile,active
CMP_29284,23465,816,16,494.06,3548,2,US,desktop,active
CMP_29285,35423,2588,108,7148.53,715,3,India,mobile,paused
CMP_29286,79340,969,27,325.21,4898,3,Germany,mobile,active
CMP_29287,29476,699,31,834.19,709,1,Singapore,mobile,paused
CMP_29288,11874,848,34,1223.3,3260,8,Germany,tablet,paused
CMP_29289,70749,935,104,1420.34,3399,7,Germany,tablet,active
CMP_29290,6453,89,1,249.91,2217,4,US,tablet,paused
CMP_29291,7890,180,4,512.14,994,8,UK,mobile,paused
CMP_29292,95430,1684,83,1213.22,2177,4,India,tablet,paused
CMP_29293,58003,4418,260,8682.36,1639,7,UAE,desktop,paused
CMP_29294,51033,713,41,673.49,4818,7,UK,mobile,paused
CMP_29295,85355,3860,351,8387.13,767,5,UK,tablet,active
CMP_29296,64997,1243,21,3201.92,3991,3,India,desktop,paused
CMP_29297,91206,4640,122,1298.13,2467,1,UAE,desktop,active
CMP_29298,3582,26,2,62.96,764,1,India,tablet,active
CMP_29299,93892,1118,71,797.31,4467,10,Singapore,desktop,paused
CMP_29300,46187,2884,302,2871.43,473,6,UAE,tablet,active
CMP_29301,91466,765,59,2011.89,2500,3,UAE,desktop,paused
CMP_29302,35009,2586,58,2347.06,1772,4,UK,mobile,paused
CMP_29303,53199,274,15,628.45,2025,8,UK,mobile,paused
CMP_29304,60215,612,0,357.07,1279,8,US,tablet,active
CMP_29305,85483,2858,113,8309.39,3312,1,India,mobile,active
CMP_29306,30439,1471,108,3079.73,2800,1,US,desktop,active
CMP_29307,75424,2026,241,5041.31,4276,4,UK,desktop,paused
CMP_29308,29921,1932,118,412.43,2547,8,Germany,desktop,paused
CMP_29309,17514,1064,35,1940.7,1954,2,Germany,desktop,active
CMP_29310,73907,1832,71,5115.31,260,1,UK,tablet,paused
CMP_29311,97801,7126,560,11374.08,2153,7,US,desktop,paused
CMP_29312,81314,5095,254,13190.45,304,7,India,mobile,active
CMP_29313,16407,484,57,229.41,2003,10,UK,desktop,active
CMP_29314,57288,1741,40,2143.96,3737,9,Germany,desktop,active
CMP_29315,77873,233,0,3076.0,3076,8,US,mobile,active
CMP_29316,1490,20,1,20.01,517,2,Germany,tablet,active
CMP_29317,55870,2307,177,1438.72,202,3,UK,mobile,paused
CMP_29318,25454,1971,162,3464.06,2220,1,UK,tablet,paused
CMP_29319,99068,899,77,2652.8,4824,4,Singapore,mobile,active
CMP_29320,7123,21,10,745.19,4445,2,US,mobile,active
CMP_29321,68855,636,65,1021.87,4512,10,US,mobile,active
CMP_29322,7891,23,28,165.87,1393,1,UK,tablet,paused
CMP_29323,21794,287,22,678.61,3618,3,India,mobile,paused
CMP_29324,11841,65,4,160.53,4982,9,India,tablet,active
CMP_29325,59814,664,11,974.73,3070,4,US,mobile,paused
CMP_29326,77525,3926,368,7235.65,1706,7,UK,tablet,paused
CMP_29327,64072,4879,197,12229.68,950,8,India,mobile,active
CMP_29328,83165,5998,634,9119.48,3413,10,UAE,tablet,active
CMP_29329,35619,2390,240,6564.16,4049,5,UAE,mobile,active
CMP_29330,4532,143,8,232.65,2434,5,US,mobile,paused
CMP_29331,28598,995,67,2210.34,878,9,Singapore,tablet,active
CMP_29332,88350,2368,252,663.37,4038,2,UK,desktop,paused
CMP_29333,12593,842,47,1654.1,3392,1,UK,mobile,paused
CMP_29334,53339,2465,156,4674.42,1937,2,India,mobile,paused
CMP_29335,98366,7511,413,1937.57,4114,2,Singapore,mobile,paused
CMP_29336,29369,513,42,1309.91,4520,3,Singapore,tablet,active
CMP_29337,70521,2932,275,5450.38,4894,4,India,desktop,paused
CMP_29338,29468,2067,245,3457.33,4765,6,India,tablet,paused
CMP_29339,62056,348,16,740.83,3316,4,UAE,mobile,paused
CMP_29340,63070,969,62,2794.66,2187,6,UK,tablet,active
CMP_29341,64292,192,227,3900.2,1529,10,UAE,tablet,paused
CMP_29342,95017,5936,246,4466.67,1515,2,Singapore,desktop,active
CMP_29343,85223,447,14,1270.47,816,9,Germany,mobile,paused
CMP_29344,60519,3244,36,6080.59,3524,6,Singapore,desktop,active
CMP_29345,91034,2976,138,8497.2,3174,10,Singapore,tablet,paused
CMP_29346,74012,3808,189,10852.3,3140,9,US,desktop,paused
CMP_29347,5419,135,0,310.17,719,9,US,tablet,active
CMP_29348,14060,1013,73,1918.3,4447,4,Germany,tablet,active
CMP_29349,46012,803,81,234.19,1644,4,India,desktop,paused
CMP_29350,60713,2931,250,2917.67,4022,6,UK,tablet,paused
CMP_29351,25487,1176,123,3034.9,4018,1,India,mobile,paused
CMP_29352,18734,1291,52,2095.33,2882,8,Singapore,desktop,paused
CMP_29353,84179,5905,252,4435.9,2878,5,Singapore,tablet,active
CMP_29354,8549,606,23,1491.58,497,5,UAE,mobile,active
CMP_29355,56135,318,24,2682.0,2682,10,US,tablet,active
CMP_29356,19260,754,42,993.35,4328,5,India,tablet,paused
CMP_29357,64563,790,56,1099.85,808,2,US,desktop,active
CMP_29358,90616,6402,91,16633.75,402,2,Singapore,mobile,paused
CMP_29359,92262,276,386,12709.99,2038,8,Germany,mobile,active
CMP_29360,4365,101,10,183.11,1187,3,UK,tablet,active
CMP_29361,19677,59,56,2795.0,2795,7,US,tablet,active
CMP_29362,59948,1747,90,3958.6,3950,7,Germany,mobile,active
CMP_29363,19625,779,38,841.89,2554,2,India,desktop,active
CMP_29364,83101,3554,202,1563.91,499,2,UAE,tablet,paused
CMP_29365,64410,2081,114,3119.7,3917,9,Germany,desktop,active
CMP_29366,1845,144,14,307.82,4736,8,Germany,mobile,paused
CMP_29367,34158,2067,100,712.66,4420,8,Singapore,mobile,paused
CMP_29368,77740,5319,354,8314.17,2240,5,UAE,mobile,active
CMP_29369,71042,3785,217,2573.11,1529,3,UK,tablet,active
CMP_29370,81413,4910,453,2702.39,3276,2,UK,desktop,paused
CMP_29371,11744,35,49,1964.18,1308,4,India,mobile,active
CMP_29372,43937,131,14,2721.49,3102,8,Germany,mobile,paused
CMP_29373,20739,344,31,123.78,3789,5,UK,desktop,active
CMP_29374,69196,1153,115,2503.06,686,7,US,tablet,paused
CMP_29375,82903,3010,240,1719.64,2076,2,Singapore,mobile,paused
CMP_29376,92917,3108,176,9021.93,825,7,Germany,mobile,active
CMP_29377,68996,2252,38,2136.75,2483,6,US,mobile,paused
CMP_29378,56897,2991,224,8792.87,910,3,Germany,tablet,active
CMP_29379,16036,269,9,536.59,2124,2,Singapore,tablet,paused
CMP_29380,82368,1810,35,3380.4,262,2,Singapore,desktop,paused
CMP_29381,60968,182,111,10538.55,2356,3,UK,tablet,active
CMP_29382,32117,1560,186,1140.53,2771,8,US,desktop,paused
CMP_29383,54090,1428,132,2097.17,2978,9,UAE,tablet,active
CMP_29384,77802,724,44,1554.0,1554,7,UAE,tablet,paused
CMP_29385,69057,1936,223,2666.23,1963,7,Germany,mobile,paused
CMP_29386,74179,2658,262,3702.49,1770,3,UAE,desktop,active
CMP_29387,71335,3764,49,4790.22,2888,4,UAE,mobile,active
CMP_29388,18225,1181,80,2324.94,522,7,Germany,desktop,paused
CMP_29389,83256,1612,69,1499.69,3241,7,India,mobile,active
CMP_29390,6053,93,9,193.47,2177,3,UK,mobile,active
CMP_29391,54456,1051,37,2276.14,2846,4,UK,tablet,paused
CMP_29392,53176,2025,148,2102.78,1023,8,Singapore,mobile,paused
CMP_29393,98294,5670,373,2545.8,308,3,UAE,desktop,paused
CMP_29394,94022,1084,129,1778.95,4326,2,US,mobile,active
CMP_29395,34628,1474,69,1788.39,1968,2,India,desktop,active
CMP_29396,82151,4401,99,7905.59,890,9,India,tablet,paused
CMP_29397,6202,148,3,84.96,3541,4,US,desktop,paused
CMP_29398,11094,63,5,97.51,1671,10,Germany,tablet,active
CMP_29399,79691,3785,328,9743.61,2558,4,Germany,tablet,active
CMP_29400,12117,258,28,482.88,819,10,UAE,desktop,active
CMP_29401,35119,601,57,608.04,1630,1,India,mobile,paused
CMP_29402,84511,1193,115,3322.78,3768,3,Germany,desktop,paused
CMP_29403,31507,1470,38,3958.25,3575,6,India,desktop,active
CMP_29404,44202,507,59,807.14,2770,7,India,mobile,paused
CMP_29405,6795,34,3,70.83,586,2,Germany,mobile,paused
CMP_29406,89991,5068,372,1984.16,219,7,UK,tablet,active
CMP_29407,41212,1312,74,2306.23,1678,2,UK,desktop,active
CMP_29408,75057,225,152,3163.7,2736,1,Singapore,tablet,active
CMP_29409,73282,2803,195,2420.53,274,6,UAE,mobile,paused
CMP_29410,93417,2605,146,2190.18,1245,9,Singapore,mobile,active
CMP_29411,44145,2439,121,3008.48,352,4,UK,desktop,paused
CMP_29412,33238,353,12,577.75,1287,1,Singapore,mobile,active
CMP_29413,95661,6967,672,3594.24,3132,3,Germany,desktop,paused
CMP_29414,54451,2637,74,7511.82,1807,8,US,mobile,paused
CMP_29415,92779,3186,179,4971.72,3606,8,Germany,tablet,active
CMP_29416,53545,3979,455,9475.67,3689,5,UK,desktop,paused
CMP_29417,63999,2790,82,3203.14,1092,8,India,mobile,active
CMP_29418,35909,801,13,329.77,499,9,Singapore,tablet,paused
CMP_29419,18777,317,0,321.45,1075,2,UK,tablet,active
CMP_29420,16269,751,82,646.49,4606,8,UK,desktop,active
CMP_29421,62834,1539,41,1772.27,3608,2,US,mobile,paused
CMP_29422,15678,397,25,3791.0,3791,2,US,desktop,active
CMP_29423,44651,352,19,728.53,1782,9,UK,tablet,paused
CMP_29424,53157,4125,326,3048.16,2906,1,Germany,tablet,paused
CMP_29425,59803,3695,290,9469.01,2386,5,Singapore,mobile,active
CMP_29426,55076,1477,106,1046.25,1477,3,Germany,desktop,active
CMP_29427,39950,2864,137,6965.12,607,1,Germany,mobile,active
CMP_29428,30666,250,8,409.3,1559,6,UAE,desktop,active
CMP_29429,68903,2394,124,5316.41,3961,2,Germany,desktop,paused
CMP_29430,55638,1740,98,1506.41,2252,3,UAE,desktop,active
CMP_29431,56532,4514,443,8847.91,228,1,UAE,mobile,active
CMP_29432,97000,3314,111,8629.86,4515,7,UAE,mobile,active
CMP_29433,41075,1442,32,2091.13,511,7,Germany,tablet,paused
CMP_29434,59482,497,33,365.13,410,2,Germany,desktop,active
CMP_29435,94617,3664,57,8288.37,2623,5,UK,mobile,active
CMP_29436,69688,461,39,852.69,2716,3,US,desktop,paused
CMP_29437,21601,260,22,655.85,1915,1,UK,desktop,paused
CMP_29438,83285,765,67,1642.8,3489,4,US,tablet,paused
CMP_29439,60545,4673,173,12906.72,436,5,Germany,mobile,active
CMP_29440,23253,811,84,318.09,4689,7,US,desktop,paused
CMP_29441,55971,2968,109,7800.08,4961,8,US,desktop,paused
CMP_29442,15526,587,63,317.83,1754,4,UK,desktop,active
CMP_29443,56579,1647,107,4762.73,2252,9,India,desktop,active
CMP_29444,58075,2180,96,943.89,203,9,UAE,desktop,paused
CMP_29445,86664,2781,108,2232.93,2051,4,Germany,desktop,active
CMP_29446,8517,233,3,156.83,2766,4,Singapore,desktop,paused
CMP_29447,10571,452,32,439.35,2710,10,UAE,tablet,paused
CMP_29448,65882,5033,159,10385.7,4280,2,India,desktop,paused
CMP_29449,26522,872,88,495.45,4700,4,Germany,tablet,paused
CMP_29450,78392,1133,123,3372.16,4791,4,Singapore,desktop,paused
CMP_29451,59149,3627,255,9486.05,1058,2,UAE,desktop,active
CMP_29452,29093,859,73,2093.06,2051,7,UAE,desktop,paused
CMP_29453,34236,490,0,1461.8,2948,10,US,tablet,active
CMP_29454,37459,1522,122,2683.62,1879,2,India,tablet,active
CMP_29455,31459,617,24,1031.75,3658,9,India,mobile,active
CMP_29456,14924,670,54,897.22,1164,6,Germany,mobile,paused
CMP_29457,41843,2077,209,2074.72,3504,8,Singapore,tablet,paused
CMP_29458,76989,564,45,301.8,4103,8,Germany,desktop,paused
CMP_29459,62535,3133,249,6665.16,3658,9,Singapore,desktop,paused
CMP_29460,64972,4227,151,12588.41,2492,6,UAE,desktop,active
CMP_29461,96652,1827,184,2084.07,3236,10,UAE,mobile,active
CMP_29462,18361,441,21,753.47,4057,4,UK,mobile,active
CMP_29463,53636,160,137,1040.9,2119,8,India,desktop,paused
CMP_29464,33873,1698,0,3151.49,4133,9,UAE,desktop,active
CMP_29465,47568,2080,75,4265.28,679,7,Singapore,mobile,active
CMP_29466,37642,1395,142,3171.27,3331,10,Germany,desktop,paused
CMP_29467,78437,235,481,2911.19,2574,4,Germany,tablet,active
CMP_29468,11715,639,27,343.58,4202,8,UAE,desktop,paused
CMP_29469,15543,46,17,388.65,830,4,Singapore,mobile,paused
CMP_29470,45329,716,56,1447.14,4227,10,UK,desktop,paused
CMP_29471,9926,601,51,550.64,4661,1,Germany,desktop,paused
CMP_29472,70878,2530,244,3553.42,969,9,UAE,desktop,active
CMP_29473,78120,753,35,1411.4,3475,7,Germany,mobile,paused
CMP_29474,87485,3466,290,4114.79,2833,2,India,mobile,paused
CMP_29475,20517,628,9,1038.25,4932,7,Singapore,tablet,paused
CMP_29476,37576,336,17,579.93,1631,6,India,tablet,active
CMP_29477,79784,2657,255,6675.74,3684,4,US,desktop,active
CMP_29478,94411,1137,27,991.93,215,8,Singapore,desktop,active
CMP_29479,45586,723,10,280.22,3523,8,UK,tablet,active
CMP_29480,59304,4370,47,3108.53,327,5,UAE,tablet,paused
CMP_29481,34083,2053,228,2089.31,3745,5,UAE,tablet,active
CMP_29482,25984,415,20,133.87,3429,1,UAE,mobile,paused
CMP_29483,92425,3968,60,7459.54,3291,2,India,mobile,paused
CMP_29484,33717,2003,94,1622.79,3775,2,US,tablet,active
CMP_29485,16915,188,8,289.84,1330,10,India,tablet,active
CMP_29486,15691,1191,17,978.19,4966,5,UAE,tablet,active
CMP_29487,34485,1646,121,1953.12,799,9,UK,tablet,active
CMP_29488,75481,2675,236,5403.6,1343,2,Germany,desktop,active
CMP_29489,26940,1374,70,2257.45,904,4,India,tablet,paused
CMP_29490,53259,365,30,896.84,759,6,UK,desktop,paused
CMP_29491,82788,805,74,459.49,507,8,UAE,mobile,paused
CMP_29492,53614,2172,132,4879.42,2652,9,Singapore,desktop,paused
CMP_29493,55032,938,39,201.4,1472,6,UK,tablet,paused
CMP_29494,68702,2738,62,7344.7,4204,1,UAE,mobile,paused
CMP_29495,39864,616,56,149.08,4595,5,UK,desktop,active
CMP_29496,83563,6124,256,1440.95,4052,3,US,tablet,active
CMP_29497,47959,1842,64,4736.82,980,8,India,desktop,active
CMP_29498,60281,1715,170,492.77,2606,10,India,tablet,active
CMP_29499,10516,648,48,279.4,1178,10,Germany,tablet,active
CMP_29500,65949,1642,27,3885.17,2602,8,Germany,mobile,paused
CMP_29501,58445,2650,58,2569.42,862,7,US,tablet,paused
CMP_29502,60206,3686,259,3055.19,1058,5,UAE,mobile,paused
CMP_29503,53035,1308,75,857.58,2274,10,UAE,mobile,paused
CMP_29504,83677,3910,441,1615.56,4269,9,Germany,tablet,active
CMP_29505,68007,2720,263,4384.02,2063,6,UK,mobile,paused
CMP_29506,95888,5242,386,13378.69,3887,7,UK,tablet,paused
CMP_29507,12448,320,29,534.42,801,10,UAE,mobile,paused
CMP_29508,95300,5475,275,13828.31,3236,2,Singapore,desktop,paused
CMP_29509,94177,4500,103,3247.99,4883,3,Singapore,desktop,active
CMP_29510,9316,27,18,200.41,4223,7,UK,tablet,active
CMP_29511,90419,6776,272,19031.54,4970,6,Germany,desktop,paused
CMP_29512,65826,3543,296,2019.22,3207,3,Singapore,mobile,active
CMP_29513,49537,1489,105,1140.02,2970,4,Singapore,tablet,active
CMP_29514,35878,1608,63,3834.19,1844,6,India,desktop,active
CMP_29515,77078,1121,11,2366.92,1414,8,UAE,tablet,paused
CMP_29516,50809,152,0,9565.05,4891,7,Germany,tablet,paused
CMP_29517,63656,190,65,4264.0,4264,9,US,desktop,active
CMP_29518,31547,704,13,1266.33,563,4,Germany,tablet,active
CMP_29519,11828,527,50,842.17,3507,7,Singapore,tablet,paused
CMP_29520,84229,6701,725,10532.07,2208,2,UK,desktop,active
CMP_29521,40440,1455,50,3258.85,4960,8,UAE,tablet,active
CMP_29522,61303,607,11,1274.18,4705,5,India,mobile,active
CMP_29523,80769,6376,340,12612.6,1960,3,UAE,desktop,paused
CMP_29524,61838,3607,88,5005.87,1032,8,UAE,tablet,active
CMP_29525,92650,2159,36,3107.73,3299,1,UAE,tablet,active
CMP_29526,99851,3008,68,5431.68,4703,1,US,tablet,active
CMP_29527,4358,13,22,206.34,3952,9,Singapore,mobile,active
CMP_29528,33435,1292,0,2783.13,4936,3,Germany,mobile,paused
CMP_29529,78360,1050,34,2044.41,317,6,UAE,mobile,active
CMP_29530,14135,288,24,700.95,1418,3,US,desktop,paused
CMP_29531,91051,600,70,1147.61,1802,7,Singapore,desktop,paused
CMP_29532,82902,1526,116,3762.79,4013,2,Singapore,mobile,paused
CMP_29533,96293,5922,412,6018.32,4807,6,US,mobile,active
CMP_29534,73354,4001,428,11804.5,4159,7,Germany,mobile,paused
CMP_29535,49742,2213,160,2929.29,1034,2,UK,desktop,paused
CMP_29536,4638,13,17,4451.0,4451,7,UAE,tablet,paused
CMP_29537,68398,4535,266,12932.84,524,5,UAE,tablet,paused
CMP_29538,89094,1471,165,2343.94,3428,6,US,tablet,active
CMP_29539,50022,396,13,958.06,4807,5,UAE,mobile,paused
CMP_29540,22316,142,6,316.82,2846,9,US,desktop,paused
CMP_29541,95306,719,30,1812.51,1369,8,UK,tablet,active
CMP_29542,92924,3222,111,5517.88,2941,7,US,mobile,paused
CMP_29543,20255,751,60,1663.95,4480,9,UK,tablet,active
CMP_29544,35478,1678,54,4952.25,2270,1,UK,desktop,paused
CMP_29545,5337,16,35,436.75,2543,2,India,mobile,active
CMP_29546,57529,3131,361,8516.07,3149,1,India,tablet,active
CMP_29547,21170,969,92,1220.1,4246,2,Germany,tablet,active
CMP_29548,87708,4780,369,385.0,385,2,Singapore,desktop,active
CMP_29549,94090,4406,261,12918.97,1715,8,Germany,desktop,paused
CMP_29550,17648,1337,17,436.78,4009,3,Germany,tablet,active
CMP_29551,3943,292,28,442.6,4938,3,India,tablet,active
CMP_29552,79406,3024,109,4212.02,1333,2,Singapore,desktop,active
CMP_29553,67542,202,418,10099.51,3151,2,India,mobile,paused
CMP_29554,73497,5490,143,12074.35,964,5,US,tablet,paused
CMP_29555,70198,1333,105,2310.54,1365,1,Singapore,tablet,paused
CMP_29556,4471,100,2,137.45,3457,1,Germany,desktop,paused
CMP_29557,69239,3353,171,2555.7,1390,5,UAE,tablet,paused
CMP_29558,47641,1427,40,1304.24,1430,4,UAE,desktop,active
